,source,target,with_ch
967,Jeryn Hogarth,story to Power Man and Iron Fist #58,['Jeryn Hogarth']
968,Jeryn Hogarth,story to Power Man and Iron Fist #65,['Jeryn Hogarth']
969,Jessica Drew,Interior #53120 ,['Jessica Drew']
970,Jessica Drew,Interior #58336,['Jessica Drew']
971,Jessica Drew,Interior #58338,['Jessica Drew']
972,Jessica Drew,Interior #58340,['Jessica Drew']
973,Jessica Drew,Interior #58342,['Jessica Drew']
974,Jessica Drew,Interior #58344,['Jessica Drew']
975,Jessica Drew,Interior #84590   ,"['Jessica Drew', 'Reaper']"
976,Jessica Drew,Age of X: Universe #1,"['Jessica Drew', 'Reaper']"
977,Ka-Zar,4 of 5 - World's End,"['Ka-Zar', 'X-23']"
978,Ka-Zar,5 of 5 - World's End,"['Beast', 'Ka-Zar', 'Rachel Grey', 'X-23']"
979,Ka-Zar,Escape From AIM Isle,['Ka-Zar']
980,Ka-Zar,Savage Landings,['Ka-Zar']
981,Ka-Zar,Savage Land Showdown,['Ka-Zar']
982,Ka-Zar,Termination Day,['Ka-Zar']
983,Ka-Zar,The Monster and the Man-Beast!,['Ka-Zar']
984,Ka-Zar,What if...Ka-Zar...were a Middle-Aged Accountant instead of a Savage?,['Ka-Zar']
985,Kabuki,Interior #3961,['Kabuki']
986,Kabuki,Interior #3965,['Kabuki']
987,Kabuki,“THE ALCHEMY” PART 2 An all-new start for Kabuki and the perfect jumping-on point for new readers! After escaping the institutio,['Kabuki']
988,Kabuki,Interior #3969,['Kabuki']
989,Kabuki,Interior #3971,['Kabuki']
990,Kabuki,Interior #3973,['Kabuki']
991,Kabuki,Interior #3975,['Kabuki']
992,Kabuki,Interior #3977,['Kabuki']
993,Kabuki,Interior #3979,['Kabuki']
994,Kabuki,Interior #8167,['Kabuki']
995,Kabuki,Interior #8169,['Kabuki']
996,Kang,4 of 8 - 8XLS,"['Kang', 'Wasp']"
997,Kang,3 of 4 - 4XLS,"['Kang', 'Sabretooth']"
998,Kang,4 of 4 - 4XLS,"['Kang', 'Sabretooth', 'Scalphunter']"
999,Kang,The Challenge of...the Watcher!,['Kang']
1000,Kang,Orphan of the Storm!,"['Kang', 'Uatu The Watcher']"
1001,Kang,I Die Like the Stars!,['Kang']
1002,Kang,A Christmas Tale,['Kang']
1003,Kang,Good Dreams!,"['Absorbing Man', 'Darkstar', 'Kang', 'Uatu The Watcher']"
1004,Kang,Kangs for the Memories!!!,"['Kang', 'Nebula']"
1005,Kang,Rama-Tut,['Kang']
1006,Karen Page,Interior #534,"['Daredevil', 'Karen Page']"
1007,Karen Page,Interior #535,"['Daredevil', 'Fantastic Four', 'Karen Page']"
1008,Karen Page,Interior #537,"['Daredevil', 'Electro', 'Karen Page']"
1009,Karen Page,Interior #538,"['Daredevil', 'Karen Page']"
1010,Karen Page,Interior #539,"['Daredevil', 'Karen Page']"
1011,Karen Page,Bedlam at the Baxter Builing,"['Impossible Man', 'Karen Page', 'King Cobra', 'Mad Thinker', 'Red Ghost']"
1012,Karen Page,Apocalypse,['Karen Page']
1013,Karen Page,Purgatory,['Karen Page']
1014,Karen Page,Pariah,['Karen Page']
1015,Karen Page,Born Again,['Karen Page']
1016,Karen Page,Saved,['Karen Page']
1017,Karen Page,God and Country,['Karen Page']
1018,Karma,Interior #597,"['Karma', 'New Mutants']"
1019,Karma,Interior #1297,"['Karma', 'New Mutants']"
1020,Karma,Interior #1597,"['Karma', 'New Mutants', 'Tag']"
1021,Karma,Interior #1889,"['Karma', 'New Mutants']"
1022,Karma,Interior #1902,"['Beast', 'Karma', 'New Mutants']"
1023,Karma,Interior #1904,"['Cannonball', 'Karma', 'New Mutants']"
1024,Karma,Interior #2080,"['Karma', 'New Mutants']"
1025,Karma,Interior #2156,"['Karma', 'New Mutants']"
1026,Karma,Interior #2534,"['Karma', 'New Mutants']"
1027,Karma,The Wind Knows My Name,['Karma']
1028,Karnak,1 of 1 - Inhumans,"['Inhumans', 'Karnak']"
1029,Karnak,Nightmare!,['Karnak']
1030,Karnak,The Marvel Rage!,['Karnak']
1031,Karnak,Suddenly ... The Secret Defenders,"['Karnak', 'Uatu The Watcher']"
1032,Karnak,It's Always Darkest Before the ... DOOM!,"['Karnak', 'Uatu The Watcher']"
1033,Karnak,If Death Be Our Destiny--!,['Karnak']
1034,Karnak,At the Mercy of Maximus!,['Karnak']
1035,Karnak,Divide and Conquer,"['Karnak', 'Mad Thinker', 'Quasimodo']"
1036,Karnak,Man-Brute In the Hidden Land,['Karnak']
1037,Karnak,Endgame Part 3: Lunar Opposition,"['Gauntlet (Joseph Green)', 'Karnak']"
1038,Karolina Dean ,Interior #53571,"['Karolina Dean ', 'Old Lace']"
1039,Kat Farrell,4 of 6 - Ultron; THE INITIATIVE BANNER,['Kat Farrell']
1040,Katie Power,Interior #6262,"['Katie Power', 'Next Avengers']"
1041,Katie Power,Interior #6264,"['Katie Power', 'Ultron']"
1042,Katie Power,Interior #6266,['Katie Power']
1043,Katie Power,5 of 5 - Story A - 5XLS,['Katie Power']
1044,Katie Power,The Man in the Moon,"['Jack Power', 'Katie Power', 'Leech']"
1045,Kid Colt,A Town Called Revelation,['Kid Colt']
1046,Kid Colt,A Nice Day for Oblivion,['Kid Colt']
1047,Kid Colt,The Deadly Double,['Kid Colt']
1048,Kid Colt,Dixie Or Die,['Kid Colt']
1049,Kid Colt,"[I told yuh it's no use tryin', Ted!",['Kid Colt']
1050,Kid Colt,The New Sheriff,['Kid Colt']
1051,Kid Colt,"[I'm letting you off easy this time, Crane!",['Kid Colt']
1052,Kid Colt,The Making of a Man,['Kid Colt']
1053,Kid Colt,Interior #56446,['Kid Colt']
1054,Kid Colt,Interior #56448,['Kid Colt']
1055,Kid Colt,Interior #56450,['Kid Colt']
1056,Kid Colt,Interior #56452,['Kid Colt']
1057,Kid Colt,story from Indestructible Hulk (2012) #12,['Kid Colt']
1058,Killraven,pin-up,"['Enchantress (Amora)', 'Gargoyle', 'Killraven', 'Satana']"
1059,Killraven,[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
1060,Killraven,[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
1061,Killraven,[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
1062,Killraven,[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
1063,Killraven,[untitled],"['Baron Strucker', 'Hammerhead (Ultimate)', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Killraven', 'Yellow Claw']"
1064,Killraven,Interior #42551,['Killraven']
1065,Killraven,Interior #42552,['Killraven']
1066,Killraven,Interior #42554,['Killraven']
1067,Killraven,Interior #42556,['Killraven']
1068,Killraven,The War of the Worlds!,['Killraven']
1069,Killraven,Amazing Mail,['Killraven']
1070,King Cobra,Bedlam at the Baxter Builing,"['Impossible Man', 'Karen Page', 'King Cobra', 'Mad Thinker', 'Red Ghost']"
1071,King Cobra,The Coming of The Nomad!,"['King Cobra', 'Madame Hydra']"
1072,Kingpin,Interior #1611,['Kingpin']
1073,Kingpin,Interior #1613,['Kingpin']
1074,Kingpin,Interior #1615,['Kingpin']
1075,Kingpin,1 of 1 - Card Game,['Kingpin']
1076,Kingpin,1 of 4 - Gwen,['Kingpin']
1077,Kingpin,4 of 6 - The Road to Damnation,['Kingpin']
1078,Kingpin,3 of 6 - The Road to Damnation,['Kingpin']
1079,Kingpin,5 of 6 - The Road to Damnation,['Kingpin']
1080,La Nuit,Exit Wounds,"['Battering Ram', 'La Nuit', 'U-Go Girl']"
1081,Lady Bullseye,Interior #64553,['Lady Bullseye']
1082,Lady Bullseye,Interior #64557,['Lady Bullseye']
1083,Lady Bullseye,Black Widow (2010) #2,['Lady Bullseye']
1084,Lady Bullseye,Black Widow (2010) #4,['Lady Bullseye']
1085,Lady Bullseye,Black Widow (2010) #5,['Lady Bullseye']
1086,Lady Deathstrike,The Light That Failed,"['Lady Deathstrike', 'Reavers']"
1087,Lady Deathstrike,The Cradle Will Fall,"['Gateway', 'Lady Deathstrike']"
1088,Lady Deathstrike,The Dane Curse,"['Gateway', 'Lady Deathstrike', 'Reavers']"
1089,Lady Deathstrike,Fever Dream,"['Gateway', 'Lady Deathstrike', 'Ogun', 'Reavers']"
1090,Lady Deathstrike,Where's Wolverine?,"['Gateway', 'Lady Deathstrike', 'Reavers']"
1091,Lady Deathstrike,Storm Warnings,"['Callisto', 'Lady Deathstrike', 'Reavers']"
1092,Lady Deathstrike,Crash and Burn,"['Lady Deathstrike', 'Legion', 'Reavers']"
1093,Lady Deathstrike,Harriers Hunt,['Lady Deathstrike']
1094,Lady Deathstrike,Scary Monsters,"['Callisto', 'Lady Deathstrike', 'Reavers']"
1095,Lady Deathstrike,Rogue Redux,"['Gateway', 'Lady Deathstrike', 'Reavers']"
1096,Lady Deathstrike,Too Many Mutants,['Lady Deathstrike']
1097,Lady Deathstrike,Fresh Upstart,"['Empath', 'Lady Deathstrike', 'Tarot']"
1098,Lady Deathstrike,Lost Souls,"['Bastion', 'Lady Deathstrike']"
1099,Lady Deathstrike,Stay Alive Part 2,['Lady Deathstrike']
1100,Lady Deathstrike,The Logan Files Part 2,['Lady Deathstrike']
1101,Lady Mastermind,Getting Even !,"['Lady Mastermind', 'Sage', 'Vargas']"
1102,Lady Mastermind,Boomerang !,"['Lady Mastermind', 'Vargas']"
1103,Lady Mastermind,Face The Music !,"['Lady Mastermind', 'Vargas']"
1104,Layla Miller,Secret Invasion 2 of 8,"['Layla Miller', 'Quake (Daisy Johnson)']"
1105,Layla Miller,1 of 1,"['Fin Fang Foom', 'Firestar (Ultimate)', 'Gauntlet (Joseph Green)', 'Hardball', 'Hawkeye (Kate Bishop)', 'Janus, the Nega-Man', 'Layla Miller', 'U.S. Agent', 'Venom (Flash Thompson)', 'Venom (Flash Thompson)']"
1106,Leader,"Lo, the Leader Lives",['Leader']
1107,Leader,No More the Monster,['Leader']
1108,Leader,An Intruder In the Mind!,"['Abomination (Emil Blonsky)', 'Leader', 'M.O.D.O.K.']"
1109,Leader,Audition,['Leader']
1110,Leader,Native Son,['Leader']
1111,Leader,Vicious Circle,['Leader']
1112,Leader,The Savage Bull Doth Bear the Yoke,['Leader']
1113,Leader,No Human Fears,"['Half-Life (Tony Masterson)', 'Leader']"
1114,Leech,Interior #50743,"['Garrison Kane', 'Leech', 'Reaper']"
1115,Leech,The Man in the Moon,"['Jack Power', 'Katie Power', 'Leech']"
1116,Leech,Changes !,"['Dark Phoenix', 'Leech', 'Madelyne Pryor']"
1117,Leech,Happy Summer Vacation,['Leech']
1118,Legion,Kings of Pain Part 3: Queens of Sacrifice,"['Banshee (Theresa Rourke)', 'Cannonball', 'Firestar', 'Legion', 'Warpath']"
1119,Legion,Building Blocks Part Two: Trust,"['Legion', 'Talisman (Elizabeth Twoyoungmen)']"
1120,Legion,David Charles Haller,['Legion']
1121,Legion,Runaway!,['Legion']
1122,Legion,Promised Vengeance,['Legion']
1123,Legion,The Waking,['Legion']
1124,Legion,Creatures On the Loose,['Legion']
1125,Legion,Clash Reunion,"['Banshee (Theresa Rourke)', 'Legion']"
1126,Legion,Endings,"['Legion', 'X-Man']"
1127,Legion,"All-New, All-Different--Here We Go Again",['Legion']
1128,Legion,Crash and Burn,"['Lady Deathstrike', 'Legion', 'Reavers']"
1129,Legion,I Am Lady Mandarin,['Legion']
1130,Legion,Broken Chains,['Legion']
1131,Legion,Dream a Little Dream,"['Callisto', 'Legion']"
1132,Legion,The Battle of Muir Isle,['Legion']
1133,Legion,One Step Back--Two Steps Forward,['Legion']
1134,"Lei Kung, The Thunderer",Story A 1 of 1,"['Lei Kung, The Thunderer']"
1135,"Lei Kung, The Thunderer",TBD 4 of 7,"['Jeryn Hogarth', 'Lei Kung, The Thunderer']"
1136,"Lei Kung, The Thunderer",TBD 5 of 7,"['Fat Cobra', 'Jeryn Hogarth', 'Lei Kung, The Thunderer']"
1137,"Lei Kung, The Thunderer",TBD 6 of 7,"['Fat Cobra', 'Jeryn Hogarth', 'Lei Kung, The Thunderer']"
1138,"Lei Kung, The Thunderer",4 of 4,"['Fat Cobra', 'Lei Kung, The Thunderer']"
1139,Leper Queen,Angels and Demons 3 of 6,['Leper Queen']
1140,Lethal Legion,Interior #90286,['Lethal Legion']
1141,M (Monet St. Croix),Interior #77983,['M (Monet St. Croix)']
1142,M (Monet St. Croix),Interior #90274,"['M (Monet St. Croix)', 'X-Factor Investigations']"
1143,M.O.D.A.M.,Disguise the Limit,"['Batroc the Leaper', 'M.O.D.A.M.', 'Zaran']"
1144,M.O.D.A.M.,Hostile Takeover,"['Batroc the Leaper', 'M.O.D.A.M.']"
1145,M.O.D.O.G.,Invincible Iron Man (2008) #2,['M.O.D.O.G.']
1146,M.O.D.O.K.,The Fearful Secret of Bucky Barnes,"['A.I.M.', 'Baron Strucker', 'M.O.D.O.K.']"
1147,M.O.D.O.K.,Madness In the Slums,"['A.I.M.', 'M.O.D.O.K.']"
1148,M.O.D.O.K.,An Intruder In the Mind!,"['Abomination (Emil Blonsky)', 'Leader', 'M.O.D.O.K.']"
1149,M.O.D.O.K.,Interior #52819,['M.O.D.O.K.']
1150,M.O.D.O.K.,Interior #57696,['M.O.D.O.K.']
1151,Mach IV,Interior #78903,['Mach IV']
1152,Mach IV,Interior #92373,"['Aaron Stack', 'Mach IV']"
1153,Mach IV,Interior #92375,['Mach IV']
1154,Mach IV,Interior #92381,['Mach IV']
1155,Mach IV,Interior #92397,['Mach IV']
1156,Mach IV,Interior #92399,['Mach IV']
1157,Machine Man,The Iron Scream,"['Machine Man', 'War Machine (James Rhodes)']"
1158,Machine Man,Machine Man Meets the F. F. ... Failure Five,['Machine Man']
1159,Machine Man,Earth X,['Machine Man']
1160,Machine Man,Appendix to Chapter Four,['Machine Man']
1161,Machine Man,Appendix to Chapter Five,['Machine Man']
1162,Machine Man,Appendix to Chapter Six,['Machine Man']
1163,Machine Man,Appendix to Chapter Seven,['Machine Man']
1164,Machine Man,Appendix to Chapter Eight,['Machine Man']
1165,Machine Man,Once an Avenger...,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene', 'Rage']"
1166,Machine Man,The Call,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene']"
1167,Machine Man,Fata Morgana,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene']"
1168,Mad Thinker,Dearly Beloved…,['Mad Thinker']
1169,Mad Thinker,The Monster Among Us!,['Mad Thinker']
1170,Mad Thinker,"""Whatever Happened to Alicia?!""",['Mad Thinker']
1171,Mad Thinker,Payback!,['Mad Thinker']
1172,Mad Thinker,Bedlam at the Baxter Builing,"['Impossible Man', 'Karen Page', 'King Cobra', 'Mad Thinker', 'Red Ghost']"
1173,Mad Thinker,The Torch That Was,"['Mad Thinker', 'Quasimodo']"
1174,Mad Thinker,Divide and Conquer,"['Karnak', 'Mad Thinker', 'Quasimodo']"
1175,Mad Thinker,Ludwig's Children,['Mad Thinker']
1176,Mad Thinker,Sunlight and Shadows,['Mad Thinker']
1177,Mad Thinker,A Mind Is a Terrible Thing to Waste!,['Mad Thinker']
1178,Mad Thinker,Skull Session,"['Jeryn Hogarth', 'Mad Thinker']"
1179,Mad Thinker,"Burn, Namor, Burn",['Mad Thinker']
1180,Mad Thinker,What if the Vision had Conquered  the World -- Part II: Dystopia,['Mad Thinker']
1181,Madame Hydra,No Longer Alone,['Madame Hydra']
1182,Madame Hydra,The Coming of The Nomad!,"['King Cobra', 'Madame Hydra']"
1183,Madame Hydra,The Mark of Madness!,['Madame Hydra']
1184,Madame Hydra,Inferno!,['Madame Hydra']
1185,Madame Masque,Iron Tears,['Madame Masque']
1186,Madame Masque,Revenge!,"['Jasper Sitwell', 'Madame Masque']"
1187,Madame Masque,Among Men Stalks the Ramrod,['Madame Masque']
1188,Madame Masque,Invincible Iron Man (2008) #20,['Madame Masque']
1189,Madelyne Pryor,Twas The Night Before Dying,['Madelyne Pryor']
1190,Madelyne Pryor,Tokyo Story,['Madelyne Pryor']
1191,Madelyne Pryor,Earthfall,"['Gateway', 'Madelyne Pryor']"
1192,Madelyne Pryor,Glory Day,"['Gateway', 'Madelyne Pryor']"
1193,Madelyne Pryor,Welcome To Genosha...A Green And Pleasant Land,['Madelyne Pryor']
1194,Madelyne Pryor,Vanities,['Madelyne Pryor']
1195,Madelyne Pryor,"Inferno, Part the First: Strike the Match","['Harpoon', 'Madelyne Pryor', 'Scalphunter']"
1196,Madelyne Pryor,By Friends--Betrayed!,['Madelyne Pryor']
1197,Madelyne Pryor,Mind Games,['Madelyne Pryor']
1198,Madelyne Pryor,Changes !,"['Dark Phoenix', 'Leech', 'Madelyne Pryor']"
1199,Madelyne Pryor,1 of 4,"['Empath', 'Madelyne Pryor', 'Vanisher (Telford Porter)', 'Young Avengers']"
1200,Madelyne Pryor,2 of 4,"['Madelyne Pryor', 'Vanisher (Telford Porter)']"
1201,Madelyne Pryor,3 of 4,['Madelyne Pryor']
1202,Madelyne Pryor,Interior #59241,['Madelyne Pryor']
1203,Madelyne Pryor,Interior #91096,['Madelyne Pryor']
1204,Madrox,3 of 5,"['Calamity', 'Madrox', 'Veda', 'Young X-Men', 'Young X-Men']"
1205,Madrox,"X-MEN: RELOAD ANOTHER CLIP!  Jamie Madrox, stabbed, staggering off a bus. Jamie Madrox, setting up a detective agency in the hea",['Madrox']
1206,Madrox,PART 2 (OF 5) The murder of one of Madrox’s dupes sends the original Jamie on a quest to the Windy City of Chicago to determine ,['Madrox']
1207,Madrox,4 of 5 - Multiple Choice,['Madrox']
1208,Madrox,5 of 5 - Multiple Choice,['Madrox']
1209,Maelstrom,Interior #76061,"['Maelstrom', 'Quasimodo']"
1210,Magdalene,Once an Avenger...,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene', 'Rage']"
1211,Magdalene,The Call,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene']"
1212,Magdalene,Fata Morgana,"['Darkhawk', 'Firebird', 'Machine Man', 'Magdalene']"
1213,Magdalene,Too Many Avengers!,"['Darkhawk', 'Firebird', 'Magdalene']"
1214,Namor,Interior #6058,['Namor']
1215,Namor,4 of 5 - Fantastick Four - 5XLS,"['Namor', 'Sandman']"
1216,Namor,5 of 5 - Fantastick Four - 5XLS,"['Namor', 'Sandman', 'Uatu The Watcher']"
1217,Namora,Case of the Bends,['Namora']
1218,Namora,The Pirates of the China Sea,['Namora']
1219,Namora,The Beast of the Bowery Barge,['Namora']
1220,Namora,Troubador of Terror,['Namora']
1221,Namora,The Roulette of Destiny,['Namora']
1222,Namora,My Son Is a Thief,['Namora']
1223,Namora,Scavengers of the Desert,['Namora']
1224,Namora,Trophies of Terror,['Namora']
1225,Namora,"Firebrand, the Scourge of the Pacific","['Firebrand', 'Firebrand', 'Namora']"
1226,Namora,Murder Through the Mind,['Namora']
1227,Namora,Murder Motor Mart,['Namora']
1228,Namora,Terror In the Lost Colony,['Namora']
1229,Namora,The Case of the Frantic Fisherman,['Namora']
1230,Namora,Monument To Murder,['Namora']
1231,Namora,A Case of King's Ransom,['Namora']
1232,Namora,Kids!  Kids!  Kids!,['Namora']
1233,Namora,Crime Makes the Writer,['Namora']
1234,Namora,The Mystery of the Pirate's Cove,['Namora']
1235,Namorita,1 of 6,"['Elektra', 'Namorita', 'New Warriors', 'Young Avengers']"
1236,Namorita,2 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'Red Ghost', 'U.S. Agent', 'Yellowjacket (Hank Pym)', 'Young Avengers']"
1237,Namorita,3 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'U.S. Agent']"
1238,Namorita,4 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'Terrax', 'X-Force']"
1239,Namorita,5 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'X-Force']"
1240,Namorita,6 of 6,"['Namorita', 'New Warriors', 'X-Force']"
1241,Namorita,"""War With the New Warriors""","['Firestar', 'Namorita']"
1242,Namorita,Day of the Dark Side!,['Namorita']
1243,Namorita,The Private War of Doctor Doom!,['Namorita']
1244,Namorita,Thor (1966) #411,"['Firestar', 'Namorita', 'Penance (Robert Baldwin)']"
1245,Namorita,Thor (1966) #412,"['Firestar', 'Namorita', 'Penance (Robert Baldwin)']"
1246,Namorita,Here Be Monsters!,['Namorita']
1247,Namorita,Spring Break,['Namorita']
1248,Namorita,Illegal Aliens,"['Darkstar', 'Namorita', 'X-Man']"
1249,Natasha Romanoff,Interior #6054,"['Natasha Romanoff', 'Sandman']"
1250,Natasha Romanoff,Interior #6056,['Natasha Romanoff']
1251,Natasha Romanoff,Avengers (2010) #12,"['Natasha Romanoff', 'Red Hulk']"
1252,Natasha Romanoff,Avengers (2010) #16,['Natasha Romanoff']
1253,Natasha Romanoff,Avengers (2010) #10,['Natasha Romanoff']
1254,Natasha Romanoff,Avengers (2010) #11,['Natasha Romanoff']
1255,Nebula,Into the Time Stream!,['Nebula']
1256,Nebula,Kangs for the Memories!!!,"['Kang', 'Nebula']"
1257,Nebula,The Ultimate Solution,['Nebula']
1258,Nebula,Big Trouble on Little Earth!,['Nebula']
1259,Nebula,Interior #85502,['Nebula']
1260,Nebula,story from Marvel Cinematic Universe Handbook (2015) #9,"['Nebula', 'Yondu']"
1261,Nemesis,1 of 4 - Days of Future Present Past Participle,"['Nemesis', 'Omega Flight', 'Sasquatch (Walter Langkowski)']"
1262,Nemesis,Interior #2924,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1263,Nemesis,Interior #2926,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1264,Nemesis,Interior #2928,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1265,Nemesis,Interior #2930,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1266,Nemesis,Interior #2932,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1267,Nemesis,Interior #2934,"['Nemesis', 'Sasquatch (Walter Langkowski)']"
1268,Nemesis,"""WAXING POETIC"" PART 1 (OF 2) Is the All-New, All-Different Alpha Flight really disbanding after only seven issues? Not if the r","['Nemesis', 'Sasquatch (Walter Langkowski)']"
1269,Nemesis,"""WAXING POETIC"" PART 2 (OF 2) Montreal faces its gravest hour as it falls under attack by…wax statues of the entire Marvel Unive","['Nemesis', 'Sasquatch (Walter Langkowski)']"
1270,New Mutants,Interior #597,"['Karma', 'New Mutants']"
1271,New Mutants,Interior #1297,"['Karma', 'New Mutants']"
1272,New Mutants,Interior #1597,"['Karma', 'New Mutants', 'Tag']"
1273,New Mutants,Interior #1889,"['Karma', 'New Mutants']"
1274,New Mutants,Interior #1902,"['Beast', 'Karma', 'New Mutants']"
1275,New Mutants,Interior #1904,"['Cannonball', 'Karma', 'New Mutants']"
1276,New Mutants,Interior #2080,"['Karma', 'New Mutants']"
1277,New Mutants,Interior #2156,"['Karma', 'New Mutants']"
1278,New Mutants,Interior #2534,"['Karma', 'New Mutants']"
1279,New Mutants,Interior #3364,"['Dani Moonstar', 'New Mutants', 'New X-Men']"
1280,New Warriors,1 of 6,"['Elektra', 'Namorita', 'New Warriors', 'Young Avengers']"
1281,New Warriors,2 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'Red Ghost', 'U.S. Agent', 'Yellowjacket (Hank Pym)', 'Young Avengers']"
1282,New Warriors,3 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'U.S. Agent']"
1283,New Warriors,4 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'Terrax', 'X-Force']"
1284,New Warriors,5 of 6,"['Dark Avengers', 'Namorita', 'New Warriors', 'X-Force']"
1285,New Warriors,6 of 6,"['Namorita', 'New Warriors', 'X-Force']"
1286,New Warriors,Juice,['New Warriors']
1287,New Warriors,Oil and Gold,['New Warriors']
1288,New Warriors,Kids These Days,"['Firestar', 'New Warriors', 'Rage']"
1289,New Warriors,The Sound of Thunder,['New Warriors']
1290,New Warriors,History Is What You Make Of It [Smells Like Teen Spirit],['New Warriors']
1291,New X-Men,1 of 3 Haunting at Xaviers,"['Elixir', 'New X-Men', 'Wallflower']"
1292,New X-Men,Interior #3358,"['Dani Moonstar', 'Elixir', 'New X-Men', 'Tag', 'Wallflower']"
1293,New X-Men,Interior #3360,"['Elixir', 'New X-Men', 'Wallflower']"
1294,New X-Men,Interior #3362,"['Dani Moonstar', 'Elixir', 'New X-Men', 'Tag', 'Wallflower']"
1295,New X-Men,Interior #3364,"['Dani Moonstar', 'New Mutants', 'New X-Men']"
1296,New X-Men,"""CHOOSING SIDES"" PART 5 (OF 6) The school is divided over the fate of young Kevin Ford, the mutant whose very touch can kill. Wi","['Dani Moonstar', 'Elixir', 'New X-Men', 'Wallflower']"
1297,Newton Destine,Dreams of Darkest Destiny,['Newton Destine']
1298,Newton Destine,The Destine's Darkest Dreams,"['Dark Phoenix', 'Newton Destine']"
1299,Next Avengers,Interior #6262,"['Katie Power', 'Next Avengers']"
1300,Nick Fury,Interior #799,"['Fantastic Four', 'Invisible Woman', 'Nick Fury']"
1301,Nick Fury,Interior #801,"['Fantastic Four', 'Invisible Woman', 'Nick Fury']"
1302,Nick Fury,Interior #1500,"['Baron Strucker', 'Captain America', 'Hank Pym', 'Nick Fury', 'Wasp']"
1303,Nick Fury,Interior #1849,['Nick Fury']
1304,Nick Fury,Interior #1851,['Nick Fury']
1305,Nick Fury,Interior #3193,"['Baron Strucker', 'Hank Pym', 'Nick Fury']"
1306,Nick Fury,Interior #3308,['Nick Fury']
1307,Obadiah Stane,The Empty Shell,"['Obadiah Stane', 'War Machine (James Rhodes)']"
1308,Obadiah Stane,Blackout,['Obadiah Stane']
1309,Obadiah Stane,And Who Shall Clothe Himself In Iron?,['Obadiah Stane']
1310,Obadiah Stane,Invincible Iron Man (2008) #3,['Obadiah Stane']
1311,Odin,The Coming of Loki,['Odin']
1312,Odin,A World Gone Mad,"['Balder', 'Jane Foster', 'Odin']"
1313,Odin,The Vengeance of the Thunder God,"['Absorbing Man', 'Jane Foster', 'Odin']"
1314,Odin,The Trial of the Gods,"['Balder', 'Jane Foster', 'Odin']"
1315,Odin,Into the Blaze of Battle!,"['Balder', 'Jane Foster', 'Odin']"
1316,Odin,To Kill a Thunder God,['Odin']
1317,Odin,The Day of the Destroyer,['Odin']
1318,Odin,With My Hammer In Hand,"['Absorbing Man', 'Odin']"
1319,Odin,Where Mortals Fear To Tread!,"['Absorbing Man', 'Jane Foster', 'Odin']"
1320,Odin,While a Universe Trembles,"['Absorbing Man', 'Odin']"
1321,Ogun,Broken Vows,['Ogun']
1322,Ogun,Fever Dream,"['Gateway', 'Lady Deathstrike', 'Ogun', 'Reavers']"
1323,Ogun,"Top of the World, Ma!",['Ogun']
1324,Ogun,"For the Snark was a Roojum, You See",['Ogun']
1325,Ogun,The Mask of Ogun,['Ogun']
1326,Ogun,"TBOTV:The Mark of the Vod£, Part II",['Ogun']
1327,Old Lace,"Pride and Joy, Part 2 of 6",['Old Lace']
1328,Old Lace,"Pride and Joy, Part 3 of 6",['Old Lace']
1329,Old Lace,"Pride and Joy, Part 4 of 6",['Old Lace']
1330,Old Lace,"Pride and Joy, Part 5 of 6",['Old Lace']
1331,Old Lace,"Pride and Joy, Part 6 of 6",['Old Lace']
1332,Old Lace,Interior #53571,"['Karolina Dean ', 'Old Lace']"
1333,Old Man Logan (Earth-807128),story from Old Man Logan (2016),['Old Man Logan (Earth-807128)']
